zip,name,naics,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,city,stabbr,cty_name
17823,"DORNSIFE, PA",813///,5,3,N,N,N,N,N,N,N,N,DORNSIFE,PA,NORTHUMBERLAND
17967,"RINGTOWN, PA",813///,5,4,N,N,N,N,N,N,N,N,RINGTOWN,PA,SCHUYLKILL
16441,"WATERFORD, PA",813///,5,3,N,N,N,N,N,N,N,N,WATERFORD,PA,ERIE
16508,"ERIE, PA",611///,5,3,N,N,N,N,N,N,N,N,ERIE,PA,ERIE
19033,"FOLSOM, PA",813///,5,4,N,N,N,N,N,N,N,N,FOLSOM,PA,DELAWARE
15632,"EXPORT, PA",611///,6,4,N,N,N,N,N,N,N,N,EXPORT,PA,WESTMORELAND
16134,"JAMESTOWN, PA",813///,6,4,N,N,N,N,N,N,N,N,JAMESTOWN,PA,MERCER
18643,"PITTSTON, PA",813///,6,N,4,N,N,N,N,N,N,N,PITTSTON,PA,LUZERNE
17516,"CONESTOGA, PA",813///,6,5,N,N,N,N,N,N,N,N,CONESTOGA,PA,LANCASTER
19026,"DREXEL HILL, PA",611///,6,5,N,N,N,N,N,N,N,N,DREXEL HILL,PA,DELAWARE
19611,"READING, PA",611///,6,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
17094,"THOMPSONTOWN, PA",813///,6,4,N,N,N,N,N,N,N,N,THOMPSONTOWN,PA,JUNIATA
19029,"ESSINGTON, PA",813///,6,N,N,N,N,N,N,N,N,N,ESSINGTON,PA,DELAWARE
17520,"EAST PETERSBURG, PA",813///,6,N,5,N,N,N,N,N,N,N,EAST PETERSBURG,PA,LANCASTER
19030,"FAIRLESS HILLS, PA",611///,6,N,N,N,N,N,N,N,N,N,FAIRLESS HILLS,PA,BUCKS
18701,"WILKES BARRE, PA",611///,6,N,N,N,N,N,N,N,N,N,WILKES BARRE,PA,LUZERNE
18414,"DALTON, PA",813///,6,5,N,N,N,N,N,N,N,N,DALTON,PA,LACKAWANNA
15436,"FAIRCHANCE, PA",813///,6,6,N,N,N,N,N,N,N,N,FAIRCHANCE,PA,FAYETTE
15059,"MIDLAND, PA",813///,6,4,N,N,N,N,N,N,N,N,MIDLAND,PA,BEAVER
17067,"MYERSTOWN, PA",611///,6,N,3,N,N,N,N,N,N,N,MYERSTOWN,PA,LEBANON
16159,"WEST MIDDLESEX, PA",813///,6,3,3,N,N,N,N,N,N,N,WEST MIDDLESEX,PA,MERCER
15445,"HOPWOOD, PA",813///,6,3,N,N,N,N,N,N,N,N,HOPWOOD,PA,FAYETTE
17063,"MILROY, PA",813///,6,6,N,N,N,N,N,N,N,N,MILROY,PA,MIFFLIN
16201,"KITTANNING, PA",611///,6,4,N,N,N,N,N,N,N,N,KITTANNING,PA,ARMSTRONG
19013,"CHESTER, PA",611///,6,N,N,N,N,N,N,N,N,N,CHESTER,PA,DELAWARE
18810,"ATHENS, PA",813///,6,4,N,N,N,N,N,N,N,N,ATHENS,PA,BRADFORD
19057,"LEVITTOWN, PA",813///,6,4,N,N,N,N,N,N,N,N,LEVITTOWN,PA,BUCKS
19362,"NOTTINGHAM, PA",813///,6,6,N,N,N,N,N,N,N,N,NOTTINGHAM,PA,CHESTER
17051,"MC VEYTOWN, PA",813///,6,4,N,N,N,N,N,N,N,N,MC VEYTOWN,PA,MIFFLIN
15226,"PITTSBURGH, PA",813///,6,5,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
15473,"PERRYOPOLIS, PA",813///,6,5,N,N,N,N,N,N,N,N,PERRYOPOLIS,PA,FAYETTE
18403,"ARCHBALD, PA",813///,6,4,N,N,N,N,N,N,N,N,ARCHBALD,PA,LACKAWANNA
18031,"BREINIGSVILLE, PA",813///,6,6,N,N,N,N,N,N,N,N,BREINIGSVILLE,PA,LEHIGH
18219,"CONYNGHAM, PA",813///,6,5,N,N,N,N,N,N,N,N,CONYNGHAM,PA,LUZERNE
19086,"WALLINGFORD, PA",813///,6,N,N,N,N,N,N,N,N,N,WALLINGFORD,PA,DELAWARE
16232,"KNOX, PA",813///,6,N,4,N,N,N,N,N,N,N,KNOX,PA,CLARION
18458,"SHOHOLA, PA",813///,6,4,N,N,N,N,N,N,N,N,SHOHOLA,PA,PIKE
17361,"SHREWSBURY, PA",813///,6,N,N,N,N,N,N,N,N,N,SHREWSBURY,PA,YORK
18324,"BUSHKILL, PA",813///,6,N,N,N,N,N,N,N,N,N,BUSHKILL,PA,PIKE
18471,"WAVERLY, PA",813///,6,4,N,N,N,N,N,N,N,N,WAVERLY,PA,LACKAWANNA
19330,"COCHRANVILLE, PA",813///,6,4,N,N,N,N,N,N,N,N,COCHRANVILLE,PA,CHESTER
16038,"HARRISVILLE, PA",813///,6,3,3,N,N,N,N,N,N,N,HARRISVILLE,PA,BUTLER
16051,"PORTERSVILLE, PA",813///,6,3,3,N,N,N,N,N,N,N,PORTERSVILLE,PA,BUTLER
18101,"ALLENTOWN, PA",611///,6,3,N,N,N,N,N,N,N,N,ALLENTOWN,PA,LEHIGH
17324,"GARDNERS, PA",813///,6,5,N,N,N,N,N,N,N,N,GARDNERS,PA,ADAMS
17320,"FAIRFIELD, PA",813///,6,4,N,N,N,N,N,N,N,N,FAIRFIELD,PA,ADAMS
18069,"OREFIELD, PA",813///,6,3,N,N,N,N,N,N,N,N,OREFIELD,PA,LEHIGH
18510,"SCRANTON, PA",611///,6,N,N,N,N,N,N,N,N,N,SCRANTON,PA,LACKAWANNA
17301,"ABBOTTSTOWN, PA",813///,6,N,N,N,N,N,N,N,N,N,ABBOTTSTOWN,PA,ADAMS
16059,"VALENCIA, PA",813///,6,4,N,N,N,N,N,N,N,N,VALENCIA,PA,BUTLER
17268,"WAYNESBORO, PA",611///,6,N,N,4,N,N,N,N,N,N,WAYNESBORO,PA,FRANKLIN
18433,"JERMYN, PA",813///,6,5,N,N,N,N,N,N,N,N,JERMYN,PA,LACKAWANNA
18041,"EAST GREENVILLE, PA",813///,6,3,N,N,N,N,N,N,N,N,EAST GREENVILLE,PA,MONTGOMERY
18202,"HAZLETON, PA",813///,6,5,N,N,N,N,N,N,N,N,HAZLETON,PA,LUZERNE
17252,"SAINT THOMAS, PA",813///,6,3,N,N,N,N,N,N,N,N,SAINT THOMAS,PA,FRANKLIN
16630,"CRESSON, PA",813///,6,3,3,N,N,N,N,N,N,N,CRESSON,PA,CAMBRIA
15943,"NANTY GLO, PA",813///,6,5,N,N,N,N,N,N,N,N,NANTY GLO,PA,CAMBRIA
19075,"ORELAND, PA",813///,6,3,N,3,N,N,N,N,N,N,ORELAND,PA,MONTGOMERY
16635,"DUNCANSVILLE, PA",611///,6,N,N,N,N,N,N,N,N,N,DUNCANSVILLE,PA,BLAIR
15938,"LILLY, PA",813///,6,4,N,N,N,N,N,N,N,N,LILLY,PA,CAMBRIA
15323,"CLAYSVILLE, PA",813///,6,5,N,N,N,N,N,N,N,N,CLAYSVILLE,PA,WASHINGTON
18326,"CRESCO, PA",813///,6,4,N,N,N,N,N,N,N,N,CRESCO,PA,MONROE
17866,"COAL TOWNSHIP, PA",813///,6,5,N,N,N,N,N,N,N,N,COAL TOWNSHIP,PA,NORTHUMBERLAND
15665,"MANOR, PA",813///,6,5,N,N,N,N,N,N,N,N,MANOR,PA,WESTMORELAND
18210,"ALBRIGHTSVILLE, PA",813///,6,4,N,N,N,N,N,N,N,N,ALBRIGHTSVILLE,PA,CARBON
19127,"PHILADELPHIA, PA",611///,6,3,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
19025,"DRESHER, PA",611///,6,3,N,N,N,N,N,N,N,N,DRESHER,PA,MONTGOMERY
15215,"PITTSBURGH, PA",611///,6,4,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
15120,"HOMESTEAD, PA",611///,6,N,N,N,N,N,N,N,N,N,HOMESTEAD,PA,ALLEGHENY
19134,"PHILADELPHIA, PA",611///,6,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
17938,"HEGINS, PA",813///,6,5,N,N,N,N,N,N,N,N,HEGINS,PA,SCHUYLKILL
15021,"BURGETTSTOWN, PA",813///,6,5,N,N,N,N,N,N,N,N,BURGETTSTOWN,PA,WASHINGTON
16802,"UNIVERSITY PARK, PA",813///,6,4,N,N,N,N,N,N,N,N,UNIVERSITY PARK,PA,CENTRE
18062,"MACUNGIE, PA",611///,6,3,N,N,N,N,N,N,N,N,MACUNGIE,PA,LEHIGH
17922,"AUBURN, PA",813///,6,5,N,N,N,N,N,N,N,N,AUBURN,PA,SCHUYLKILL
16501,"ERIE, PA",611///,6,N,N,N,N,N,3,N,N,N,ERIE,PA,ERIE
16365,"WARREN, PA",611///,6,N,N,N,N,N,N,N,N,N,WARREN,PA,WARREN
15801,"DU BOIS, PA",611///,6,N,N,N,3,N,N,N,N,N,DU BOIS,PA,CLEARFIELD
15122,"WEST MIFFLIN, PA",611///,6,N,N,N,N,N,N,N,N,N,WEST MIFFLIN,PA,ALLEGHENY
15009,"BEAVER, PA",611///,6,N,N,N,N,N,N,N,N,N,BEAVER,PA,BEAVER
15728,"CLYMER, PA",813///,6,3,N,N,N,N,N,N,N,N,CLYMER,PA,INDIANA
18088,"WALNUTPORT, PA",813///,6,5,N,N,N,N,N,N,N,N,WALNUTPORT,PA,NORTHAMPTON
19133,"PHILADELPHIA, PA",611///,6,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
18954,"RICHBORO, PA",611///,6,4,N,N,N,N,N,N,N,N,RICHBORO,PA,BUCKS
18954,"RICHBORO, PA",813///,6,3,N,N,N,N,N,N,N,N,RICHBORO,PA,BUCKS
17737,"HUGHESVILLE, PA",813///,6,N,3,N,N,N,N,N,N,N,HUGHESVILLE,PA,LYCOMING
16424,"LINESVILLE, PA",813///,6,N,3,N,N,N,N,N,N,N,LINESVILLE,PA,CRAWFORD
16841,"HOWARD, PA",813///,6,6,N,N,N,N,N,N,N,N,HOWARD,PA,CENTRE
16827,"BOALSBURG, PA",813///,6,5,N,N,N,N,N,N,N,N,BOALSBURG,PA,CENTRE
17728,"COGAN STATION, PA",813///,6,N,4,N,N,N,N,N,N,N,COGAN STATION,PA,LYCOMING
19350,"LANDENBERG, PA",813///,6,N,3,N,N,N,N,N,N,N,LANDENBERG,PA,CHESTER
15044,"GIBSONIA, PA",611///,6,N,N,N,N,N,N,N,N,N,GIBSONIA,PA,ALLEGHENY
16327,"GUYS MILLS, PA",813///,6,5,N,N,N,N,N,N,N,N,GUYS MILLS,PA,CRAWFORD
16002,"BUTLER, PA",611///,6,N,N,N,3,N,N,N,N,N,BUTLER,PA,BUTLER
17954,"MINERSVILLE, PA",813///,6,4,N,N,N,N,N,N,N,N,MINERSVILLE,PA,SCHUYLKILL
18853,"WYALUSING, PA",813///,6,5,N,N,N,N,N,N,N,N,WYALUSING,PA,BRADFORD
17043,"LEMOYNE, PA",611///,6,N,N,N,N,N,N,N,N,N,LEMOYNE,PA,CUMBERLAND
17545,"MANHEIM, PA",611///,6,3,N,N,N,N,N,N,N,N,MANHEIM,PA,LANCASTER
18902,"DOYLESTOWN, PA",611///,6,4,N,N,N,N,N,N,N,N,DOYLESTOWN,PA,BUCKS
17033,"HERSHEY, PA",611///,6,3,N,N,N,N,N,N,N,N,HERSHEY,PA,DAUPHIN
15857,"SAINT MARYS, PA",611///,6,N,3,N,N,N,N,N,N,N,SAINT MARYS,PA,ELK
18322,"BRODHEADSVILLE, PA",813///,6,6,N,N,N,N,N,N,N,N,BRODHEADSVILLE,PA,MONROE
15478,"SMITHFIELD, PA",813///,6,5,N,N,N,N,N,N,N,N,SMITHFIELD,PA,FAYETTE
19507,"BETHEL, PA",813///,6,N,N,N,N,N,N,N,N,N,BETHEL,PA,BERKS
15233,"PITTSBURGH, PA",611///,7,3,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
17302,"AIRVILLE, PA",813///,7,5,N,N,N,N,N,N,N,N,AIRVILLE,PA,YORK
19012,"CHELTENHAM, PA",813///,7,5,N,N,N,N,N,N,N,N,CHELTENHAM,PA,MONTGOMERY
18091,"WIND GAP, PA",813///,7,4,N,N,N,N,N,N,N,N,WIND GAP,PA,NORTHAMPTON
17036,"HUMMELSTOWN, PA",611///,7,3,N,N,N,N,N,N,N,N,HUMMELSTOWN,PA,DAUPHIN
15218,"PITTSBURGH, PA",611///,7,4,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
16056,"SAXONBURG, PA",813///,7,3,N,N,N,N,N,N,N,N,SAXONBURG,PA,BUTLER
16627,"COALPORT, PA",813///,7,4,3,N,N,N,N,N,N,N,COALPORT,PA,CLEARFIELD
17053,"MARYSVILLE, PA",813///,7,4,3,N,N,N,N,N,N,N,MARYSVILLE,PA,PERRY
16731,"ELDRED, PA",813///,7,6,N,N,N,N,N,N,N,N,ELDRED,PA,MCKEAN
19152,"PHILADELPHIA, PA",611///,7,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
19390,"WEST GROVE, PA",813///,7,4,N,N,N,N,N,N,N,N,WEST GROVE,PA,CHESTER
17372,"YORK SPRINGS, PA",813///,7,6,N,N,N,N,N,N,N,N,YORK SPRINGS,PA,ADAMS
18509,"SCRANTON, PA",611///,7,N,N,N,N,N,N,N,N,N,SCRANTON,PA,LACKAWANNA
17824,"ELYSBURG, PA",813///,7,6,N,N,N,N,N,N,N,N,ELYSBURG,PA,NORTHUMBERLAND
15145,"TURTLE CREEK, PA",813///,7,6,N,N,N,N,N,N,N,N,TURTLE CREEK,PA,ALLEGHENY
18255,"WEATHERLY, PA",813///,7,5,N,N,N,N,N,N,N,N,WEATHERLY,PA,CARBON
16033,"EVANS CITY, PA",813///,7,4,3,N,N,N,N,N,N,N,EVANS CITY,PA,BUTLER
18407,"CARBONDALE, PA",813///,7,6,N,N,N,N,N,N,N,N,CARBONDALE,PA,LACKAWANNA
17345,"MANCHESTER, PA",813///,7,4,N,N,N,N,N,N,N,N,MANCHESTER,PA,YORK
17344,"MC SHERRYSTOWN, PA",813///,7,N,N,N,N,N,N,N,N,N,MC SHERRYSTOWN,PA,ADAMS
16870,"PORT MATILDA, PA",813///,7,5,N,N,N,N,N,N,N,N,PORT MATILDA,PA,CENTRE
15672,"NEW STANTON, PA",813///,7,4,N,N,N,N,N,N,N,N,NEW STANTON,PA,WESTMORELAND
17363,"STEWARTSTOWN, PA",813///,7,5,N,N,N,N,N,N,N,N,STEWARTSTOWN,PA,YORK
16625,"CLAYSBURG, PA",813///,7,6,N,N,N,N,N,N,N,N,CLAYSBURG,PA,BLAIR
16055,"SARVER, PA",813///,7,4,N,N,N,N,N,N,N,N,SARVER,PA,BUTLER
19560,"TEMPLE, PA",813///,7,4,N,N,N,N,N,N,N,N,TEMPLE,PA,BERKS
17322,"FELTON, PA",813///,7,5,N,N,N,N,N,N,N,N,FELTON,PA,YORK
19342,"GLEN MILLS, PA",611///,7,N,3,N,N,N,N,N,N,N,GLEN MILLS,PA,DELAWARE
16101,"NEW CASTLE, PA",611///,7,N,4,N,N,N,N,N,N,N,NEW CASTLE,PA,LAWRENCE
19317,"CHADDS FORD, PA",813///,7,4,N,N,N,N,N,N,N,N,CHADDS FORD,PA,DELAWARE
18073,"PENNSBURG, PA",813///,7,4,N,N,N,N,N,N,N,N,PENNSBURG,PA,MONTGOMERY
17554,"MOUNTVILLE, PA",813///,7,4,3,N,N,N,N,N,N,N,MOUNTVILLE,PA,LANCASTER
16678,"SAXTON, PA",813///,7,5,N,N,N,N,N,N,N,N,SAXTON,PA,BEDFORD
15085,"TRAFFORD, PA",813///,7,4,3,N,N,N,N,N,N,N,TRAFFORD,PA,WESTMORELAND
15224,"PITTSBURGH, PA",611///,7,3,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
18644,"WYOMING, PA",813///,7,6,N,N,N,N,N,N,N,N,WYOMING,PA,LUZERNE
16651,"HOUTZDALE, PA",813///,7,4,3,N,N,N,N,N,N,N,HOUTZDALE,PA,CLEARFIELD
18655,"SHICKSHINNY, PA",813///,7,5,N,N,N,N,N,N,N,N,SHICKSHINNY,PA,LUZERNE
18929,"JAMISON, PA",813///,7,6,N,N,N,N,N,N,N,N,JAMISON,PA,BUCKS
15139,"OAKMONT, PA",813///,7,3,3,N,N,N,N,N,N,N,OAKMONT,PA,ALLEGHENY
16749,"SMETHPORT, PA",813///,7,4,3,N,N,N,N,N,N,N,SMETHPORT,PA,MCKEAN
15419,"CALIFORNIA, PA",813///,7,7,N,N,N,N,N,N,N,N,CALIFORNIA,PA,WASHINGTON
18301,"EAST STROUDSBURG, PA",611///,7,5,N,N,N,N,N,N,N,N,EAST STROUDSBURG,PA,MONROE
15531,"BOSWELL, PA",813///,7,5,N,N,N,N,N,N,N,N,BOSWELL,PA,SOMERSET
17084,"REEDSVILLE, PA",813///,7,6,N,N,N,N,N,N,N,N,REEDSVILLE,PA,MIFFLIN
15223,"PITTSBURGH, PA",813///,7,5,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
16433,"SAEGERTOWN, PA",813///,7,4,N,N,N,N,N,N,N,N,SAEGERTOWN,PA,CRAWFORD
18328,"DINGMANS FERRY, PA",813///,7,3,3,N,N,N,N,N,N,N,DINGMANS FERRY,PA,PIKE
17814,"BENTON, PA",813///,7,6,N,N,N,N,N,N,N,N,BENTON,PA,COLUMBIA
17109,"HARRISBURG, PA",611///,7,N,N,N,N,N,N,N,N,N,HARRISBURG,PA,DAUPHIN
18222,"DRUMS, PA",813///,7,5,N,N,N,N,N,N,N,N,DRUMS,PA,LUZERNE
15865,"SYKESVILLE, PA",813///,7,5,N,N,N,N,N,N,N,N,SYKESVILLE,PA,JEFFERSON
18015,"BETHLEHEM, PA",611///,7,5,N,N,N,N,N,N,N,N,BETHLEHEM,PA,NORTHAMPTON
19095,"WYNCOTE, PA",813///,7,3,N,N,N,N,N,N,N,N,WYNCOTE,PA,MONTGOMERY
19074,"NORWOOD, PA",813///,7,3,3,N,N,N,N,N,N,N,NORWOOD,PA,DELAWARE
17509,"CHRISTIANA, PA",813///,7,4,N,N,N,N,N,N,N,N,CHRISTIANA,PA,LANCASTER
15104,"BRADDOCK, PA",813///,7,4,N,N,N,N,N,N,N,N,BRADDOCK,PA,ALLEGHENY
17007,"BOILING SPRINGS, PA",813///,7,3,3,N,N,N,N,N,N,N,BOILING SPRINGS,PA,CUMBERLAND
17045,"LIVERPOOL, PA",813///,7,6,N,N,N,N,N,N,N,N,LIVERPOOL,PA,PERRY
18641,"PITTSTON, PA",813///,7,4,3,N,N,N,N,N,N,N,PITTSTON,PA,LUZERNE
16127,"GROVE CITY, PA",611///,7,4,N,N,N,N,N,N,N,N,GROVE CITY,PA,MERCER
18635,"NESCOPECK, PA",813///,7,6,N,N,N,N,N,N,N,N,NESCOPECK,PA,LUZERNE
18020,"BETHLEHEM, PA",611///,8,3,N,N,3,N,N,N,N,N,BETHLEHEM,PA,NORTHAMPTON
17851,"MOUNT CARMEL, PA",813///,8,4,4,N,N,N,N,N,N,N,MOUNT CARMEL,PA,NORTHUMBERLAND
17901,"POTTSVILLE, PA",611///,8,N,N,N,3,N,N,N,N,N,POTTSVILLE,PA,SCHUYLKILL
18201,"HAZLETON, PA",611///,8,6,N,N,N,N,N,N,N,N,HAZLETON,PA,LUZERNE
19607,"READING, PA",611///,8,N,N,N,3,N,N,N,N,N,READING,PA,BERKS
18302,"EAST STROUDSBURG, PA",813///,8,7,N,N,N,N,N,N,N,N,EAST STROUDSBURG,PA,MONROE
17931,"FRACKVILLE, PA",813///,8,5,N,N,N,N,N,N,N,N,FRACKVILLE,PA,SCHUYLKILL
17562,"PARADISE, PA",813///,8,N,3,N,N,N,N,N,N,N,PARADISE,PA,LANCASTER
19543,"MORGANTOWN, PA",813///,8,7,N,N,N,N,N,N,N,N,MORGANTOWN,PA,BERKS
17980,"TOWER CITY, PA",813///,8,6,N,N,N,N,N,N,N,N,TOWER CITY,PA,SCHUYLKILL
18447,"OLYPHANT, PA",813///,8,5,3,N,N,N,N,N,N,N,OLYPHANT,PA,LACKAWANNA
19567,"WOMELSDORF, PA",813///,8,6,N,N,N,N,N,N,N,N,WOMELSDORF,PA,BERKS
18045,"EASTON, PA",611///,8,5,N,N,N,N,N,N,N,N,EASTON,PA,NORTHAMPTON
17751,"MILL HALL, PA",813///,8,7,N,N,N,N,N,N,N,N,MILL HALL,PA,CLINTON
17579,"STRASBURG, PA",813///,8,3,3,N,N,N,N,N,N,N,STRASBURG,PA,LANCASTER
17522,"EPHRATA, PA",611///,8,5,N,N,N,N,N,N,N,N,EPHRATA,PA,LANCASTER
17921,"ASHLAND, PA",813///,8,7,N,N,N,N,N,N,N,N,ASHLAND,PA,SCHUYLKILL
19333,"DEVON, PA",611///,8,3,N,N,N,N,N,N,N,N,DEVON,PA,CHESTER
17018,"DAUPHIN, PA",813///,8,8,N,N,N,N,N,N,N,N,DAUPHIN,PA,DAUPHIN
15137,"NORTH VERSAILLES, PA",813///,8,4,N,N,N,N,N,N,N,N,NORTH VERSAILLES,PA,ALLEGHENY
16743,"PORT ALLEGANY, PA",813///,8,7,N,N,N,N,N,N,N,N,PORT ALLEGANY,PA,MCKEAN
15845,"JOHNSONBURG, PA",813///,8,3,4,N,N,N,N,N,N,N,JOHNSONBURG,PA,ELK
19111,"PHILADELPHIA, PA",611///,8,4,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
16803,"STATE COLLEGE, PA",611///,8,3,N,N,N,N,N,N,N,N,STATE COLLEGE,PA,CENTRE
16828,"CENTRE HALL, PA",813///,8,5,N,N,N,N,N,N,N,N,CENTRE HALL,PA,CENTRE
19095,"WYNCOTE, PA",611///,8,3,N,N,N,N,N,N,N,N,WYNCOTE,PA,MONTGOMERY
15129,"SOUTH PARK, PA",813///,8,5,N,N,N,N,N,N,N,N,SOUTH PARK,PA,ALLEGHENY
15116,"GLENSHAW, PA",813///,8,3,N,N,N,N,N,N,N,N,GLENSHAW,PA,ALLEGHENY
17011,"CAMP HILL, PA",611///,8,5,N,N,N,N,N,N,N,N,CAMP HILL,PA,CUMBERLAND
18914,"CHALFONT, PA",813///,8,3,3,N,N,N,N,N,N,N,CHALFONT,PA,BUCKS
15220,"PITTSBURGH, PA",611///,8,N,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
19126,"PHILADELPHIA, PA",611///,8,6,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
17032,"HALIFAX, PA",813///,8,4,N,N,N,N,N,N,N,N,HALIFAX,PA,DAUPHIN
19120,"PHILADELPHIA, PA",611///,8,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
19128,"PHILADELPHIA, PA",611///,8,N,N,3,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15909,"JOHNSTOWN, PA",813///,8,5,3,N,N,N,N,N,N,N,JOHNSTOWN,PA,CAMBRIA
15214,"PITTSBURGH, PA",813///,8,6,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
16316,"CONNEAUT LAKE, PA",813///,8,6,N,N,N,N,N,N,N,N,CONNEAUT LAKE,PA,CRAWFORD
16345,"RUSSELL, PA",813///,8,6,N,N,N,N,N,N,N,N,RUSSELL,PA,WARREN
16314,"COCHRANTON, PA",813///,8,5,N,N,N,N,N,N,N,N,COCHRANTON,PA,CRAWFORD
16401,"ALBION, PA",813///,8,8,N,N,N,N,N,N,N,N,ALBION,PA,ERIE
19473,"SCHWENKSVILLE, PA",813///,8,4,N,N,N,N,N,N,N,N,SCHWENKSVILLE,PA,MONTGOMERY
19041,"HAVERFORD, PA",813///,8,6,N,N,N,N,N,N,N,N,HAVERFORD,PA,MONTGOMERY
16666,"OSCEOLA MILLS, PA",813///,8,7,N,N,N,N,N,N,N,N,OSCEOLA MILLS,PA,CLEARFIELD
16421,"HARBORCREEK, PA",813///,8,3,4,N,N,N,N,N,N,N,HARBORCREEK,PA,ERIE
16121,"FARRELL, PA",813///,8,5,N,N,N,N,N,N,N,N,FARRELL,PA,MERCER
15211,"PITTSBURGH, PA",813///,8,6,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
15212,"PITTSBURGH, PA",611///,8,3,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
16049,"PARKER, PA",813///,8,6,N,N,N,N,N,N,N,N,PARKER,PA,ARMSTRONG
19085,"VILLANOVA, PA",611///,8,5,N,N,N,N,N,N,N,N,VILLANOVA,PA,DELAWARE
15935,"HOLLSOPPLE, PA",813///,8,6,N,N,N,N,N,N,N,N,HOLLSOPPLE,PA,SOMERSET
16125,"GREENVILLE, PA",611///,8,N,N,3,N,N,N,N,N,N,GREENVILLE,PA,MERCER
15632,"EXPORT, PA",813///,8,N,4,N,N,N,N,N,N,N,EXPORT,PA,WESTMORELAND
19540,"MOHNTON, PA",813///,8,3,5,N,N,N,N,N,N,N,MOHNTON,PA,BERKS
18634,"NANTICOKE, PA",813///,8,5,N,N,N,N,N,N,N,N,NANTICOKE,PA,LUZERNE
19533,"LEESPORT, PA",813///,8,6,N,N,N,N,N,N,N,N,LEESPORT,PA,BERKS
15232,"PITTSBURGH, PA",611///,8,3,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
17314,"DELTA, PA",813///,8,3,4,N,N,N,N,N,N,N,DELTA,PA,YORK
18518,"OLD FORGE, PA",813///,8,6,N,N,N,N,N,N,N,N,OLD FORGE,PA,LACKAWANNA
17316,"EAST BERLIN, PA",813///,8,3,3,N,N,N,N,N,N,N,EAST BERLIN,PA,ADAMS
15314,"BENTLEYVILLE, PA",813///,8,6,N,N,N,N,N,N,N,N,BENTLEYVILLE,PA,WASHINGTON
19132,"PHILADELPHIA, PA",611///,8,3,N,N,N,3,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15367,"VENETIA, PA",813///,8,7,N,N,N,N,N,N,N,N,VENETIA,PA,WASHINGTON
17110,"HARRISBURG, PA",611///,8,3,N,N,N,N,N,N,N,N,HARRISBURG,PA,DAUPHIN
18651,"PLYMOUTH, PA",813///,8,6,N,N,N,N,N,N,N,N,PLYMOUTH,PA,LUZERNE
15401,"UNIONTOWN, PA",611///,8,3,N,N,N,N,N,N,N,N,UNIONTOWN,PA,FAYETTE
19342,"GLEN MILLS, PA",813///,8,N,N,N,3,N,N,N,N,N,GLEN MILLS,PA,DELAWARE
19137,"PHILADELPHIA, PA",813///,8,N,3,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15101,"ALLISON PARK, PA",611///,8,4,3,N,N,N,N,N,N,N,ALLISON PARK,PA,ALLEGHENY
17102,"HARRISBURG, PA",611///,8,5,N,N,N,N,N,N,N,N,HARRISBURG,PA,DAUPHIN
19136,"PHILADELPHIA, PA",611///,8,3,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
17048,"LYKENS, PA",813///,8,8,N,N,N,N,N,N,N,N,LYKENS,PA,DAUPHIN
15563,"STOYSTOWN, PA",813///,8,6,N,N,N,N,N,N,N,N,STOYSTOWN,PA,SOMERSET
15235,"PITTSBURGH, PA",611///,8,4,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
17062,"MILLERSTOWN, PA",813///,8,6,N,N,N,N,N,N,N,N,MILLERSTOWN,PA,PERRY
18708,"SHAVERTOWN, PA",813///,8,N,N,4,N,N,N,N,N,N,SHAVERTOWN,PA,LUZERNE
15541,"FRIEDENS, PA",813///,8,8,N,N,N,N,N,N,N,N,FRIEDENS,PA,SOMERSET
